"UBE2S"	"pure.basal-like"
"RNF181"	"pure.basal-like"
"MIF"	"pure.basal-like"
"ITGB4"	"pure.basal-like"
"IGF2BP2"	"pure.basal-like"
"STIP1"	"pure.basal-like"
"HMGA1"	"pure.basal-like"
"DUSP7"	"pure.basal-like"
"LAMB3"	"pure.basal-like"
"ARNTL2"	"pure.basal-like"
"PPP1R14B"	"pure.basal-like"
"ALDOA"	"pure.basal-like"
"ENO1"	"pure.basal-like"
"FAM83A"	"pure.basal-like"
"GPR87"	"pure.basal-like"
"GSTO1"	"pure.basal-like"
"GAPDH"	"pure.basal-like"
"S100A2"	"pure.basal-like"
